wordToDisambiguate	sentence	sense1_pictoID_correct_arasaac	sense_pictoID_wsd_arasaac	sense_wolf_correct	sense_wolf_wsd_arasaac	synset_lemma_wsd_arasaac	url_wsd_arasaac	sense_wolf_wsd_sclera	synset_lemma_wsd_sclera	url_wsd_sclera	sense_wolf_wsd_beta	synset_lemma_wsd_beta	url_wsd_beta
maison	avez-vous des animaux à la maison ?	[2317, 5957, 6964]	[2317, 5957, 6964]	fre-30-03544360-n	fre-30-03544360-n	['bâtiment', 'demeure', 'domicile', 'édifice', 'foyer', 'habitation', 'immeuble', 'logement', 'maison', 'auberge', 'cabane', 'chalet', 'chaumière', 'duplex', 'hutte', 'loge', 'mai', 'maison de campagne', 'maison en bande', 'maison mitoyenne', 'maisonnette', 'manoir', 'pavillon de chasse', 'pensionnat', 'résidence', 'séjour', 'siège social', 'villa', 'assigner', 'députer']	<p> <img src="https://static.arasaac.org/pictograms/2317/2317_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/5957/5957_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/6964/6964_500.png" width="110"  heigth="110"> <p>	fre-30-03259505-n	['demeure', 'domicile', 'foyer', 'habitation', 'logement', 'habitat', 'résidence', 'copropriété', 'ermitage', 'hermitage', 'hutte', 'maison', 'palafitte', 'tente', 'tipi', 'villa', 'yourte', 'demeurer', 'habiter', 'occuper', 'peupler', 'résider', 'vivre']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//thuis.png" width="110"  heigth="110"> <p>	fre-30-03544360-n	['bâtiment', 'demeure', 'domicile', 'édifice', 'foyer', 'habitation', 'immeuble', 'logement', 'maison', 'auberge', 'cabane', 'chalet', 'chaumière', 'duplex', 'hutte', 'loge', 'mai', 'maison de campagne', 'maison en bande', 'maison mitoyenne', 'maisonnette', 'manoir', 'pavillon de chasse', 'pensionnat', 'résidence', 'séjour', 'siège social', 'villa', 'assigner', 'députer']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//huis.png" width="110"  heigth="110"> <p>
cheville	avez-vous eu un bleu sur la cheville ?	[3405]	[3399]	fre-30-05578442-n	fre-30-05578095-n	['quignon', 'talon']	<p> <img src="https://static.arasaac.org/pictograms/3399/3399_500.png" width="110"  heigth="110"> <p>	[]	None	<p>  <p>	fre-30-05578095-n	['quignon', 'talon']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//hiel.png" width="110"  heigth="110"> <p>
seringue	utilisez-vous des seringues usagées ?	[31732]	[2639, 11166, 33904, 34159]	fre-30-04376876-n	fre-30-03816136-n	['aiguille', 'épingle', 'instrument', 'outil', 'aiguille à tricoter', 'Aiguille à tricoter', 'aiguille hypodermique', 'aiguilles à tricoter', 'croc']	<p> <img src="https://static.arasaac.org/pictograms/2639/2639_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/11166/11166_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/33904/33904_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/34159/34159_500.png" width="110"  heigth="110"> <p>	fre-30-04376876-n	['hypodermique']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//spuit.png" width="110"  heigth="110"> | <img src="http://webservices.ccl.kuleuven.be/picto/sclera//spuit-2.png" width="110"  heigth="110"> <p>	fre-30-04376876-n	['hypodermique']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//spuit.png" width="110"  heigth="110"> <p>
soleil	vous protégez-vous la peau du soleil ?	[2798, 7252, 10725]	[7252, 10725]	fre-30-11485367-n_fre-30-09450163-n	fre-30-11485367-n	['ensoleillement', 'lumière du soleil', 'lumière', 'lumière visible', 'bronzer', 'hâler']	<p> <img src="https://static.arasaac.org/pictograms/7252/7252_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/10725/10725_500.png" width="110"  heigth="110"> <p>	[]	None	<p>  <p>	fre-30-11485367-n	['ensoleillement', 'lumière du soleil', 'lumière', 'lumière visible', 'bronzer', 'hâler']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//zon.png" width="110"  heigth="110"> <p>
poids	quel est votre poids ?	[33128]	[31119]	fre-30-05026843-n	fre-30-04571088-n	['et', 'artefact', 'artéfact', 'bob', 'but égalisateur', 'charge', 'contrepoids', 'égaliseur', 'équilibre', 'fardeau', 'presse-papier', 'presse-papiers', 'lester']	<p> <img src="https://static.arasaac.org/pictograms/31119/31119_500.png" width="110"  heigth="110"> <p>	fre-30-13608788-n	['unité', 'unité de mesure', 'dernier', 'obole', 'tael', 'Tael']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//gewichten.png" width="110"  heigth="110"> <p>	fre-30-13608788-n	['unité', 'unité de mesure', 'dernier', 'obole', 'tael', 'Tael']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//gewicht.png" width="110"  heigth="110"> <p>
température	quelle était votre température maximale ?	[8230, 34898]	[8230, 34898]	fre-30-05011790-n	fre-30-05011790-n	['antithermique', 'chaleur', 'ébullition', 'feu', 'froid', 'froideur', 'hiver', 'mercure', 'mercuriale', "point d'ébullition", 'point de congélation', 'point de Curie', 'point de fusion', 'point de rosée', 'rhume', 'sort', 'température de Curie', 'température de fusion', 'Température de fusion', 'température de rosée', 'zéro absolu']	<p> <img src="https://static.arasaac.org/pictograms/8230/8230_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/34898/34898_500.png" width="110"  heigth="110"> <p>	fre-30-14365356-n	['fièvre', 'symptôme', 'fébrile']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//koorts.png" width="110"  heigth="110"> <p>	fre-30-14365356-n	['fièvre', 'symptôme', 'fébrile']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//koorts.png" width="110"  heigth="110"> <p>
organe	avez-vous reçu une greffe d'organes ?	[24214]	[24214]	fre-30-05297523-n	fre-30-05297523-n	['aile', 'appareil reproducteur', 'cristallin', 'glande', 'langue', 'lentille', 'organe des sens', 'organe sexuel', 'organe vital', 'organite', 'Organite', 'ovipositeur', 'Ovipositeur', 'pied', 'presse-étoupe', 'primordium', 'récepteur', 'récepteur sensoriel', 'sexe', 'viscère', 'organique']	<p> <img src="https://static.arasaac.org/pictograms/24214/24214_500.png" width="110"  heigth="110"> <p>	fre-30-07965085-n	['corps', 'groupe', 'organisation', 'organisme', 'académie', 'administration', 'anonyme', 'aristote', 'chrétienté', 'Chrétienté', 'christianisme', 'Christianisme', 'circonscription', 'collège électoral', 'colonie', 'diaspora', 'école', 'Église', 'enregistrement', 'établissement', 'faculté', 'gérance', 'immigration', 'jury', 'milice', 'opposition', 'ouléma', 'personnel', 'profession', 'public', 'rang', 'recommandation', 'représentation', 'uléma', 'université', 'vocation', 'voix', 'vote']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//groep.png" width="110"  heigth="110"> <p>	[]	None	<p>  <p>
seconde	vos douleurs durent-elles quelques secondes ?	[22633, 29104, 29105, 29106, 29107]	[22633, 29104, 29105, 29106, 29107]	fre-30-15246853-n	fre-30-15246853-n	['instant', 'minute', 'moment', 'peu', 'point', 'second', 'second|seconde', 'temps', 'pulsation', 'seconde', 'éphémère', 'fugace', 'fugitif', 'momentané']	<p> <img src="https://static.arasaac.org/pictograms/22633/22633_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/29104/29104_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/29105/29105_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/29106/29106_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/29107/29107_500.png" width="110"  heigth="110"> <p>	fre-30-15235126-n	['s', 'seconde intercalaire']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//letter-S.png" width="110"  heigth="110"> <p>	fre-30-15246853-n	['instant', 'minute', 'moment', 'peu', 'point', 'second', 'second|seconde', 'temps', 'pulsation', 'seconde', 'éphémère', 'fugace', 'fugitif', 'momentané']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//seconde.png" width="110"  heigth="110"> <p>
place	la douleur change-t-elle de place ?	[9819]	[9819]	fre-30-00721431-n_fre-30-08621598-n_fre-30-05611822-n	fre-30-08621598-n	['position', 'endroit', 'lieu', 'point', 'aile', 'anomalie', 'arrière', 'base', 'droit', 'emploi', 'en berne', 'être debout', 'fond', 'gare', 'gauche', 'pas', 'place', 'pole position', 'poste', 'site', 'situation', 'station', 'mettre', 'placer', 'poser']	<p> <img src="https://static.arasaac.org/pictograms/9819/9819_500.png" width="110"  heigth="110"> <p>	fre-30-08621598-n	['position', 'endroit', 'lieu', 'point', 'aile', 'anomalie', 'arrière', 'base', 'droit', 'emploi', 'en berne', 'être debout', 'fond', 'gare', 'gauche', 'pas', 'place', 'pole position', 'poste', 'site', 'situation', 'station', 'mettre', 'placer', 'poser']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//waar-3.png" width="110"  heigth="110"> <p>	fre-30-08621598-n	['position', 'endroit', 'lieu', 'point', 'aile', 'anomalie', 'arrière', 'base', 'droit', 'emploi', 'en berne', 'être debout', 'fond', 'gare', 'gauche', 'pas', 'place', 'pole position', 'poste', 'site', 'situation', 'station', 'mettre', 'placer', 'poser']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//waar.png" width="110"  heigth="110"> <p>
cuisse	avez-vous parfois mal à l'arrière de la cuisse ?	[22185]	[22185]	fre-30-05562249-n	fre-30-05562249-n	['cuisses', 'membre']	<p> <img src="https://static.arasaac.org/pictograms/22185/22185_500.png" width="110"  heigth="110"> <p>	[]	None	<p>  <p>	[]	None	<p>  <p>
terminer	avez-vous terminé les antibiotiques ?	[28429]	[5358, 28429]	fre-30-02609764-v	fre-30-02609764-v	['achever', 'arrêter', 'finir', 'aboutir', 'aller', 'casser', 'clore', 'clôturer', 'conclure', 'culminer', 'déboucher', 'décéder', 'devenir', 'dire', 'disparaître', 'disperser', 'donner', 'faire', 'fermer', 'mourir', 'partir', 'passer', 'sortir', 'superviser', 'terminer', 'trouver', 'bout', 'cessatif', 'conclusion', 'conséquence', 'dernier', 'désinentiel', 'destruction', 'extrémité', 'fermeture', 'fin', 'issue', 'lever', 'mort', 'résiliation', 'terme', 'terminaison', 'terminus']	<p> <img src="https://static.arasaac.org/pictograms/5358/5358_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/28429/28429_500.png" width="110"  heigth="110"> <p>	fre-30-02609764-v	['achever', 'arrêter', 'finir', 'aboutir', 'aller', 'casser', 'clore', 'clôturer', 'conclure', 'culminer', 'déboucher', 'décéder', 'devenir', 'dire', 'disparaître', 'disperser', 'donner', 'faire', 'fermer', 'mourir', 'partir', 'passer', 'sortir', 'superviser', 'terminer', 'trouver', 'bout', 'cessatif', 'conclusion', 'conséquence', 'dernier', 'désinentiel', 'destruction', 'extrémité', 'fermeture', 'fin', 'issue', 'lever', 'mort', 'résiliation', 'terme', 'terminaison', 'terminus']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//stop.png" width="110"  heigth="110"> | <img src="http://webservices.ccl.kuleuven.be/picto/sclera//zandloper-einde.png" width="110"  heigth="110"> <p>	fre-30-00352826-v	['finir', 'changer', 'modifier', 'transformer', 'abandonner', 'achever', 'arrêter', 'casser', 'conclure', 'décider', 'déterminer', 'dissoudre', 'éteindre', 'fermer', 'finaliser', 'interrompre', 'juger', 'juguler', 'lever', 'résoudre', 'rompre', 'soulever', 'terminer', 'tuer', 'bout', 'cessatif', 'conclusion', 'dernier', 'désinentiel', 'destruction', 'extrémité', 'fin', 'issue', 'mort', 'terme', 'terminaison']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//eindigen.png" width="110"  heigth="110"> <p>
donner	nous allons vous donner de l’oxygène avec un masque	[17038, 17040, 28431]	[17038, 17040, 28431]	fre-30-02199590-v_fre-30-02230772-v	fre-30-02230772-v	['passer', 'remettre', 'transférer', 'abandonner', 'charger', 'confier', 'distribuer', 'donner', 'fournir', 'glisser', 'laisser', 'livrer', 'partir', 'présenter', 'rendre', 'renoncer', 'main', 'patte']	<p> <img src="https://static.arasaac.org/pictograms/17038/17038_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/17040/17040_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/28431/28431_500.png" width="110"  heigth="110"> <p>	fre-30-02049696-v	['communiquer', 'dépasser', 'passer', 'prononcer', 'arriver', 'avancer', 'continuer', 'prendre', 'progresser', 'se passer', 'dépassement', 'passage']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//wandelen.png" width="110"  heigth="110"> <p>	fre-30-00928630-v	['communiquer', 'véhiculer', 'accorder', 'apporter', 'donner', 'entendre', 'fournir', 'laisser', 'léguer', 'partir', "avoir l'intention", 'exprimer', 'faire allusion', 'inspirer', 'montrer', 'paraître', 'penser', 'proposer', 'remercier', 'respirer', 'sembler', 'signifier', 'suggérer', 'vouloir dire', 'convoyeur']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//spreken.png" width="110"  heigth="110"> <p>
accouchement	votre accouchement s'est-il bien passé ?	[31706, 31707, 31769, 31959, 32019, 32021, 32022]	[31706, 31707, 31769, 31959, 32019, 32021, 32022]	fre-30-14048441-n	fre-30-14048441-n	['accouchement', 'naissance', 'parturition', 'travailler']	<p> <img src="https://static.arasaac.org/pictograms/31706/31706_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/31707/31707_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/31769/31769_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/31959/31959_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/32019/32019_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/32021/32021_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/32022/32022_500.png" width="110"  heigth="110"> <p>	[]	None	<p>  <p>	[]	None	<p>  <p>
lentille	il faut enlever les lentilles	[28511]	[28511]	fre-30-03094159-n	fre-30-03094159-n	['lentille de contact', 'verre de contact', 'verres de contact', 'glace', 'lentille']	<p> <img src="https://static.arasaac.org/pictograms/28511/28511_500.png" width="110"  heigth="110"> <p>	fre-30-03656484-n	['glace', 'condensateur', 'La lentille de Fresnel', 'lentille', 'lentille de contact', 'lentille de Fresnel', 'monocle', 'objectif', 'oculaire', 'verre de contact', 'verres de contact']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//lens-indoen.png" width="110"  heigth="110"> | <img src="http://webservices.ccl.kuleuven.be/picto/sclera//vergrootglas.png" width="110"  heigth="110"> <p>	[]	None	<p>  <p>
rester	vous devez rester couché pour le moment	[27206]	[27206]	fre-30-02637592-v	fre-30-02637592-v	['demeurer', 'être', 'débris', 'équilibre', 'reliquat', 'résidu', 'résiduaire', 'reste', 'solde', 'vestige']	<p> <img src="https://static.arasaac.org/pictograms/27206/27206_500.png" width="110"  heigth="110"> <p>	fre-30-02637202-v	['accomplir', 'conformer', 'demeurer', 'observer', 'respecter', 'résider', 'soutenir', 'séjourner', 'tolérer', 'rester', 'rendre visite', 'visiter', 'résidence', 'séjour']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//logeren.png" width="110"  heigth="110"> <p>	fre-30-02731024-v	['conserver', 'garder', 'persister', 'taire', 'attarder', 'rester']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//gaan.png" width="110"  heigth="110"> <p>
soulever	avez-vous soulevé quelque chose de lourd ?	[35101, 36073, 37521, 37522]	[6548, 8151, 8152, 10168, 16445, 27296, 28419, 28420, 28421, 29752, 30044, 30045, 30046, 32836, 34367, 34523, 35101, 35229, 35783, 36073, 37050, 37264, 37521, 37522]	fre-30-01974062-v	fre-30-01974062-v	['augmenter', 'lever', 'élever', 'déplacer', 'transférer', 'déraper', 'ériger', 'fonder', 'hisser', 'prendre', 'prouver', 'altitude', 'ascenseur', 'côte', 'élévation', 'haltérophile', 'levée', 'pont']	<p> <img src="https://static.arasaac.org/pictograms/6548/6548_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/8151/8151_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/8152/8152_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/10168/10168_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/16445/16445_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/27296/27296_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/28419/28419_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/28420/28420_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/28421/28421_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/29752/29752_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/30044/30044_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/30045/30045_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/30046/30046_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/32836/32836_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/34367/34367_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/34523/34523_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/35101/35101_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/35229/35229_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/35783/35783_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/36073/36073_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/37050/37050_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/37264/37264_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/37521/37521_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/37522/37522_500.png" width="110"  heigth="110"> <p>	fre-30-00135857-v	['aboutir', 'adapter', 'aligner', 'amener', 'apporter', 'arriver', 'atterrir', 'attirer', 'débarquer', 'engendrer', 'exercer', 'mener', 'parvenir', 'provoquer', 'regrouper', 'remettre', 'soumettre', 'susciter', 'changer', 'modifier', 'transformer']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//dragen.png" width="110"  heigth="110"> <p>	fre-30-00135857-v	['aboutir', 'adapter', 'aligner', 'amener', 'apporter', 'arriver', 'atterrir', 'attirer', 'débarquer', 'engendrer', 'exercer', 'mener', 'parvenir', 'provoquer', 'regrouper', 'remettre', 'soumettre', 'susciter', 'changer', 'modifier', 'transformer']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//brengen.png" width="110"  heigth="110"> <p>
date	à quelle date ont commencé les symptômes ?	[27411]	[27411]	fre-30-15159583-n	fre-30-15159583-n	['jour', 'anniversaire', 'échéance', 'fête', 'maturité', 'dater']	<p> <img src="https://static.arasaac.org/pictograms/27411/27411_500.png" width="110"  heigth="110"> <p>	fre-30-15179888-n	['datte', 'jour', 'présent', 'moment', 'dater']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//datum.png" width="110"  heigth="110"> <p>	fre-30-15179888-n	['datte', 'jour', 'présent', 'moment', 'dater']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//kalender.png" width="110"  heigth="110"> <p>
fatiguer	la douleur à la tête augmente-t-elle quand vous êtes fatigué ?	[6959]	[6959]	fre-30-00075021-v	fre-30-00075021-v	['user', 'faire la vaisselle', 'abattement', 'carne', 'fatigue', 'lassitude']	<p> <img src="https://static.arasaac.org/pictograms/6959/6959_500.png" width="110"  heigth="110"> <p>	fre-30-01821884-v	['ennuyer', 'lasser']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//vervelen.png" width="110"  heigth="110"> <p>	[]	None	<p>  <p>
scanner	nous allons faire un scanner	[30705, 30797]	[9153, 31076, 31088]	fre-30-00901476-n	fre-30-04143140-n	['balayeur', 'numériseur de document', 'scanneur', 'appareil électronique', "périphériques d'entrée"]	<p> <img src="https://static.arasaac.org/pictograms/9153/9153_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/31076/31076_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/31088/31088_500.png" width="110"  heigth="110"> <p>	[]	None	<p>  <p>	[]	None	<p>  <p>
vie	avez-vous déjà eu une fracture dans votre vie ?	[8717]	[8717]	fre-30-15140744-n	fre-30-15140744-n	['durée', 'période', 'temps']	<p> <img src="https://static.arasaac.org/pictograms/8717/8717_500.png" width="110"  heigth="110"> <p>	[]	None	<p>  <p>	[]	None	<p>  <p>
situer	la douleur est-elle difficile à situer ?	[30136]	[30136]	fre-30-01759326-v	fre-30-01759326-v	['déterminer', 'exalter', 'inspirer', 'irriter', 'provoquer', 'susciter', 'tirer', 'élever', 'évoquer', 'créer', 'faire', 'abreuver', 'activer', 'agiter', 'attirer', 'blesser', 'déconfire', 'décontenancer', 'dépasser', 'dessiner', 'enflammer', 'exciter', 'fâcher', 'intéresser', 'inviter', 'offenser', 'stimuler', 'vaincre', 'évocateur', 'évocation', 'incitation', 'induction', 'provocation']	<p> <img src="https://static.arasaac.org/pictograms/30136/30136_500.png" width="110"  heigth="110"> <p>	[]	None	<p>  <p>	[]	None	<p>  <p>
sœur	votre mère ou votre sœur a-t-elle eu un cancer du sein ?	[2422]	[11305, 30824]	fre-30-10602985-n	fre-30-10368009-n	['nonne', 'religieuse', 'religieux', 'infirmière', 'Sister', 'sœur']	<p> <img src="https://static.arasaac.org/pictograms/11305/11305_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/30824/30824_500.png" width="110"  heigth="110"> <p>	fre-30-10602985-n	['infirmière', 'nonne', 'sis', 'demi-sœur', 'petite sœur', 'sororal', 'sororel', 'sororité']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//zus.png" width="110"  heigth="110"> <p>	fre-30-10602985-n	['infirmière', 'nonne', 'sis', 'demi-sœur', 'petite sœur', 'sororal', 'sororel', 'sororité']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//zus.png" width="110"  heigth="110"> <p>
actuellement	avez-vous actuellement un traitement pour le sida ?	[13026, 32747]	[13026, 32747]	fre-30-00048475-r	fre-30-00048475-r	["aujourd'hui", 'de nos jours', 'désormais', 'maintenant']	<p> <img src="https://static.arasaac.org/pictograms/13026/13026_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/32747/32747_500.png" width="110"  heigth="110"> <p>	fre-30-00048475-r	["aujourd'hui", 'de nos jours', 'désormais', 'maintenant']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//nu.png" width="110"  heigth="110"> <p>	fre-30-00048475-r	["aujourd'hui", 'de nos jours', 'désormais', 'maintenant']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//nu.png" width="110"  heigth="110"> <p>
heure	depuis combien d'heures avez-vous mal ?	[29175]	[29175, 32600, 37370]	fre-30-15129927-n	fre-30-15129927-n	['indication', 'heure', 'heure de grande écoute', 'première partie de soirée', 'prime time']	<p> <img src="https://static.arasaac.org/pictograms/29175/29175_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/32600/32600_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/37370/37370_500.png" width="110"  heigth="110"> <p>	fre-30-15129927-n	['indication', 'heure', 'heure de grande écoute', 'première partie de soirée', 'prime time']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//klok-uur.png" width="110"  heigth="110"> <p>	fre-30-15129927-n	['indication', 'heure', 'heure de grande écoute', 'première partie de soirée', 'prime time']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//uur.png" width="110"  heigth="110"> <p>
présenter	si des membres de votre entourage vivant sous le même toit présentent les mêmes symptômes, ils doivent consulter	[11308, 16823, 31902]	[12349]	fre-30-02148788-v	fre-30-00813044-v	['concerner', 'considérer', 'délibérer', 'envisager', 'examiner', 'remettre', 'retourner', 'débattre', 'discuter', "s'entretenir sur", 'députer', 'voir', 'compte', 'considération', 'contrainte', 'examen']	<p> <img src="https://static.arasaac.org/pictograms/12349/12349_500.png" width="110"  heigth="110"> <p>	fre-30-00901103-v	['informer', 'introduire', 'mettre', 'offrir', 'présenter', 'réintroduire', 'abord', 'bailleur', 'connaissance', 'introduction', 'présentation', 'promoteur', 'relation', 'sponsor']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//jezelf-voorstellen.png" width="110"  heigth="110"> <p>	fre-30-01714208-v	['accomplir', 'exécuter', 'jouer', 'représenter', 'aboutir', 'agir', 'dérouler', 'donner', 'effectuer', 'présenter', 'procéder', 'réaliser', 'sembler', 'acteur', 'exécution', 'intérimaire', 'interprète', 'jeu', 'performance']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//optreden.png" width="110"  heigth="110"> <p>
canne	je vais vous prescrire une paire de cannes anglaises	[5922]	[5922]	fre-30-04546194-n	fre-30-04546194-n	['canne']	<p> <img src="https://static.arasaac.org/pictograms/5922/5922_500.png" width="110"  heigth="110"> <p>	fre-30-04546194-n	['canne']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//wandelstok.png" width="110"  heigth="110"> <p>	fre-30-04546194-n	['canne']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//wandelstok.png" width="110"  heigth="110"> <p>
mouvement	la douleur au ventre augmente-t-elle avec certains mouvements ?	[32592]	[25656]	fre-30-06876309-n	fre-30-00331950-n	['changement', 'modification', 'abduction', 'à-coup', 'adduction', 'agenouillement', 'baraquage', 'carquois', 'coup de pied', 'enlèvement', 'eurythmie', 'frisson', 'génuflexion', 'geste', 'hauteur', 'inclinaison', 'inversion', 'laine', 'onde', 'ouverture', 'pas', 'rotation', 'se tortiller', 'squat', 'vibration', 'déplacer']	<p> <img src="https://static.arasaac.org/pictograms/25656/25656_500.png" width="110"  heigth="110"> <p>	fre-30-00331950-n	['changement', 'modification', 'abduction', 'à-coup', 'adduction', 'agenouillement', 'baraquage', 'carquois', 'coup de pied', 'enlèvement', 'eurythmie', 'frisson', 'génuflexion', 'geste', 'hauteur', 'inclinaison', 'inversion', 'laine', 'onde', 'ouverture', 'pas', 'rotation', 'se tortiller', 'squat', 'vibration', 'déplacer']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//beweging.png" width="110"  heigth="110"> | <img src="http://webservices.ccl.kuleuven.be/picto/sclera//beweging-2.png" width="110"  heigth="110"> <p>	fre-30-06876309-n	['geste', 'gesticulation', 'symbolique', 'beck', 'beck hansen', 'bek david campbell', 'flux', 'hausser les épaules', 'onde', 'proue', 'signe', 'signe de croix', 'signe de la croix']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//gebaar.png" width="110"  heigth="110"> <p>
